2.474053 0.928631 7.559743  0.310262 0.413621
273.742554 -22.818577 148.306824  46.554470 47.175200 47.485460 46.761380 46.968250
277.093750 -24.244856 148.571350  47.795800 48.002630 47.175200 47.485460 46.761380 46.968250
263.315216 -20.843216 151.778595  47.175200 46.761380 46.968250
263.307007 -20.785238 152.355499  47.175200 46.761380 46.968250
263.318756 -21.213486 151.607376  47.175200 46.968250
275.341339 -20.538200 151.015656  47.795800 48.002630 47.175200 47.485460 48.209330 46.968250
279.603912 -20.309456 157.340805  46.554470 47.795800 48.002630 48.519480 47.175200 47.485460 48.209330 46.761380 46.968250
262.486786 -18.797791 157.334351  46.761380 46.968250
267.567627 -19.250071 156.620010  47.175200 47.485460 46.968250
276.229584 -21.844809 149.377136  47.175200 47.485460 46.761380 46.968250
345.623840 -27.818600 155.719330  46.554470 46.037440 47.175200 46.761380 46.968250
266.682068 -19.126316 159.636200  47.175200 47.485460 46.968250
263.600433 -18.884935 158.080292  47.175200 46.968250
266.064087 -19.956076 163.093506  47.175200 46.968250
261.014038 -19.058758 159.552246  47.175200 46.761380 46.968250
637.946899 -124.508629 262.160278  46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 50.896200 46.761380 46.968250
266.688721 -22.240650 160.378204  47.175200 46.968250
645.251465 -123.580276 277.216492  47.795800 48.002630 48.829380 48.519480 49.242780 49.656580 50.069330 46.968250
263.962280 -19.263678 162.641830  47.175200 46.761380 46.968250
263.552826 -19.496037 163.145294  47.175200 46.761380 46.968250
268.291809 -20.205345 163.422165  46.554470 47.485460 46.761380 46.968250
268.559418 -20.627480 163.346725  47.175200 46.968250
263.392731 -19.287029 162.309113  46.761380 46.968250
265.545776 -19.947363 164.064819  46.761380 46.968250
263.634308 -21.719866 161.493805  47.175200 46.761380 46.968250
268.754608 -24.427046 162.994583  46.761380 46.968250
266.315979 -20.118942 163.382690  46.761380 46.968250
265.940491 -20.108816 163.507004  47.175200 46.761380 46.968250
268.645599 -24.176882 149.189011  46.554470 46.968250
273.744598 -22.792433 148.301056  47.175200 47.485460 46.968250
277.132019 -24.252949 148.569946  46.554470 47.795800 47.175200 46.761380 46.968250
263.188324 -20.824333 151.843933  47.175200 46.968250
275.158813 -20.533522 151.084778  48.002630 47.175200 47.485460 48.209330 46.968250
266.710388 -19.147736 153.980209  47.175200 47.485460 46.968250
263.839081 -18.917768 155.316101  47.175200 46.761380 46.968250
277.608826 -21.005558 153.960785  47.795800 48.002630 47.175200 47.485460 48.209330 46.761380 46.968250
297.555237 -22.233637 155.648438  46.554470 48.002630 48.829380 48.519480 49.242780 49.656580 48.209330 46.761380 46.968250
263.873413 -18.937408 157.478455  47.175200 46.968250
267.663177 -19.193855 156.272949  46.554470 47.485460 46.761380 46.968250
281.568878 -23.387766 151.235809  47.795800 48.002630 48.829380 49.242780 47.175200 47.485460 48.209330 46.968250
278.467285 -24.083597 149.398361  47.795800 48.002630 47.175200 47.485460 48.209330 46.761380 46.968250
292.084381 -23.866468 153.779480  46.554470 47.795800 48.002630 48.829380 48.519480 47.175200 47.485460 48.209330 46.761380 46.968250
270.586090 -19.567587 160.063019  47.795800 47.175200 47.485460 46.761380 46.968250
281.183044 -20.396008 159.012924  47.795800 48.002630 48.519480 47.485460 48.209330 46.761380 46.968250
272.355591 -19.626709 160.050980  47.795800 47.485460 46.968250
264.963623 -19.086922 159.523254  46.761380 46.968250
263.771545 -18.938473 157.510208  47.175200 46.968250
268.963898 -20.110628 162.723724  47.795800 47.175200 46.761380 46.968250
298.302673 -22.920139 172.087708  48.002630 48.829380 48.519480 49.242780 47.175200 49.656580 48.209330 46.761380 46.968250
259.859009 -18.819038 159.304581  46.761380 46.968250
261.848175 -18.714657 159.187408  46.761380 46.968250
380.825958 -54.817036 191.820236  46.554470 46.761380 46.968250
474.949219 -61.986012 207.351898  47.795800 51.309660 47.485460 50.483680 48.209330 50.069330 46.968250
266.807556 -22.267323 160.416473  47.175200 46.968250
413.552643 -48.612190 175.947632  44.589150 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 50.896200 46.761380 46.968250
338.777679 -30.019142 199.022614  48.519480 48.209330 46.968250
363.492737 -37.208122 193.496490  47.795800 48.002630 48.829380 48.519480 47.485460 48.209330 46.968250
266.459869 -19.965969 163.310791  47.175200 46.968250
292.077667 -24.545237 192.470184  46.554470 46.761380 46.968250
268.007965 -20.340374 163.552063  47.175200 47.485460 46.968250
268.025879 -20.567799 163.454834  47.175200 46.968250
263.610199 -21.735172 161.478867  46.761380 46.968250
263.292023 -22.193834 161.449722  46.554470 46.761380 46.968250
268.872894 -24.491793 163.054169  46.761380 46.968250
265.577850 -20.126802 164.302582  46.761380 46.968250
266.244751 -20.116009 163.335693  46.761380 46.968250
266.069794 -20.105835 163.569214  46.554470 47.175200 46.761380 46.968250
267.499023 -20.912497 164.071701  46.554470 47.175200 46.968250
267.482208 -20.482901 164.699890  46.554470 46.761380 46.968250
273.952087 -24.125568 148.228165  46.554470 47.175200 46.761380 46.968250
272.270325 -24.224775 148.067856  46.554470 46.761380 46.968250
276.000061 -21.775152 149.404160  47.795800 47.175200 47.485460 46.968250
275.401581 -20.446276 150.792557  47.175200 47.485460 46.968250
263.890289 -18.913956 155.304382  46.554470 47.175200 46.761380 46.968250
277.020111 -20.106903 156.518082  47.795800 47.175200 47.485460 46.968250
303.041779 -22.372084 158.965439  46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 47.175200 47.485460 48.209330 46.761380 46.968250
262.375061 -18.818607 157.312729  46.761380 46.968250
266.981842 -19.176079 156.163193  46.554470 47.175200 46.761380 46.968250
281.576202 -24.503307 151.177277  48.002630 47.485460 46.968250
417.634064 -46.286598 169.752548  48.002630 48.519480 50.896200 46.968250
310.404907 -29.736570 155.406845  45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 46.761380 46.968250
270.137543 -19.586891 159.941559  46.554470 47.795800 48.002630 47.175200 47.485460 46.761380 46.968250
266.659363 -19.577745 160.329636  46.554470 47.175200 47.485460 46.968250
298.617401 -22.773394 167.055756  47.795800 48.002630 48.829380 48.519480 49.242780 47.175200 47.485460 49.656580 48.209330 46.761380 46.968250
272.958771 -19.614880 160.179230  47.485460 46.968250
263.635803 -18.875109 158.561630  47.175200 46.761380 46.968250
267.492737 -19.864981 162.474045  47.175200 46.761380 46.968250
261.944427 -18.712313 159.218216  46.554470 46.761380 46.968250
260.895203 -18.915003 159.361191  46.761380 46.968250
617.336060 -117.094460 264.202362  46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 47.485460 49.656580 48.209330 50.069330 46.761380 46.968250
337.767029 -43.480061 170.788757  46.554470 47.175200 46.761380 46.968250
487.376587 -64.410210 210.852448  47.795800 48.002630 48.519480 47.175200 47.485460 48.209330 50.069330 46.968250
297.613251 -23.933002 173.780029  46.554470 47.795800 48.002630 48.829380 48.519480 47.175200 47.485460 48.209330 46.761380 46.968250
263.535797 -19.493710 163.129181  46.761380 46.968250
265.674744 -20.021639 163.539734  47.175200 46.968250
263.596222 -19.264080 162.451828  46.554470 47.175200 46.761380 46.968250
277.879669 -20.675749 153.747375  46.554470 47.795800 48.002630 48.519480 47.175200 47.485460 48.209330 46.968250
277.131012 -21.437134 148.589828  47.795800 47.175200 47.485460 46.968250
275.977264 -21.777283 149.385880  47.795800 47.175200 47.485460 46.968250
273.721130 -23.424217 148.349335  47.485460 46.968250
263.783936 -18.908514 155.302078  46.554470 46.037440 46.761380 46.968250
264.981140 -22.796824 165.754044  46.761380 46.968250
297.970673 -22.250805 155.689621  46.554470 48.002630 49.656580 48.209330 46.761380 46.968250
263.184448 -20.774040 152.412460  47.175200 46.761380 46.968250
274.009033 -22.852468 148.215164  46.554470 47.175200 47.485460 46.761380 46.968250
262.366150 -18.815369 157.289566  46.761380 46.968250
273.799561 -24.091488 148.290085  46.554470 47.175200 46.761380 46.968250
276.977966 -24.172705 148.632248  46.554470 47.175200 46.968250
490.175659 -64.131462 173.917007  47.795800 48.002630 47.485460 48.209330 46.761380 46.968250
268.321289 -20.036100 162.469162  46.554470 46.968250
298.539612 -23.142847 172.691010  48.002630 48.519480 46.968250
270.198059 -19.593040 159.974945  46.554470 47.795800 47.175200 46.761380 46.968250
299.303558 -22.839687 167.160065  47.795800 48.002630 48.829380 48.519480 47.175200 47.485460 48.209330 46.761380 46.968250
263.426483 -18.899723 158.534470  47.175200 46.761380 46.968250
453.759094 -72.699036 214.318024  46.554470 47.795800 48.002630 48.829380 48.519480 47.485460 48.209330 46.761380 46.968250
280.366058 -20.372223 158.975464  46.554470 47.795800 48.002630 47.175200 47.485460 46.761380 46.968250
280.964142 -22.327505 151.174469  47.175200 47.485460 46.761380 46.968250
308.991333 -29.694643 152.100464  47.795800 48.002630 48.519480 47.175200 47.485460 48.209330 46.968250
293.101044 -23.436659 172.014511  48.829380 48.519480 48.209330 46.761380 46.968250
263.065704 -19.143394 165.699997  46.554470 46.761380 46.968250
432.509857 -38.688793 177.017075  47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 50.896200 46.968250
267.642365 -20.095201 162.917542  47.175200 46.761380 46.968250
267.680511 -20.551537 163.268814  47.175200 47.485460 46.968250
270.648132 -23.390486 167.029846  47.175200 46.761380 46.968250
338.853394 -29.762548 198.929398  46.554470 48.002630 48.519480 47.175200 47.485460 48.209330 46.761380 46.968250
263.236694 -19.482178 162.937927  47.175200 46.968250
265.653870 -19.933264 163.456360  47.175200 47.485460 46.761380 46.968250
266.386932 -20.104595 163.435135  46.554470 46.968250
263.839264 -19.342039 161.387543  47.175200 46.761380 46.968250
262.419434 -18.817009 157.292862  46.554470 46.761380 46.968250
260.927155 -18.908604 159.381989  46.554470 46.761380 46.968250
262.850769 -19.041641 159.354691  47.175200 46.968250
284.793365 -21.961063 153.972458  47.795800 47.175200 47.485460 46.968250
295.561584 -22.150986 155.814621  46.554470 47.795800 48.002630 49.242780 46.761380 46.968250
382.007538 -35.651321 164.993469  46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 46.037440 47.485460 49.656580 48.209330 50.069330 46.968250
407.717316 -48.713127 167.865555  46.554470 47.795800 48.002630 47.175200 47.485460 50.483680 46.761380 46.968250
271.025696 -19.634754 159.978989  47.175200 46.761380 46.968250
289.751617 -24.158516 190.589432  46.554470 46.761380 46.968250
265.674927 -19.206692 159.438599  47.175200 46.968250
281.399536 -22.435890 151.097824  46.554470 47.175200 47.485460 46.761380 46.968250
266.827148 -22.580156 160.686340  47.175200 46.968250
301.466156 -22.268354 158.816498  47.795800 48.002630 48.519480 49.242780 47.175200 47.485460 48.209330 46.761380 46.968250
266.350006 -19.902613 160.613235  46.554470 47.175200 47.485460 46.968250
266.924225 -20.720301 160.570847  47.795800 47.175200 46.968250
292.031952 -23.862398 153.851471  47.795800 48.002630 47.175200 47.485460 46.761380 46.968250
320.887238 -31.654165 155.047348  48.002630 48.829380 47.175200 46.968250
263.371063 -19.281427 163.030396  47.175200 46.968250
268.478424 -23.829630 170.132034  46.554470 46.761380 46.968250
267.922485 -20.137447 163.062271  44.899580 45.416890 46.037440 47.175200 46.761380 46.968250
267.056000 -19.216875 156.295700  46.554470 47.175200 46.761380 46.968250
263.826172 -18.899754 155.280609  46.554470 46.037440 46.761380 46.968250
278.345428 -20.731668 153.607315  46.554470 47.795800 48.002630 47.175200 47.485460 46.761380 46.968250
265.867371 -19.235838 159.464020  47.175200 46.968250
293.306702 -23.933006 171.459824  47.795800 48.002630 48.209330 46.761380 46.968250
266.465210 -19.584780 160.270706  47.175200 46.968250
296.217682 -22.597342 165.622772  47.795800 48.519480 47.175200 47.485460 48.209330 46.968250
263.631256 -19.241741 163.439972  47.175200 46.761380 46.968250
302.037201 -22.296103 158.829544  47.795800 48.002630 48.829380 48.519480 47.175200 47.485460 48.209330 46.761380 46.968250
262.074951 -19.603683 163.182190  46.761380 46.968250
266.545685 -22.524693 160.537445  47.175200 46.968250
346.175995 -30.515066 202.577835  49.242780 47.485460 50.483680 48.209330 46.761380 46.968250
296.884918 -27.440010 153.161804  47.175200 47.485460 46.968250
311.406555 -31.020227 155.660477  45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 47.485460 48.209330 46.968250
653.921021 -128.833954 249.590881  48.002630 48.829380 49.242780 48.209330 46.968250
311.718506 -34.257080 150.469269  46.554470 47.175200 46.761380 46.968250
280.329834 -20.364494 158.983963  46.554470 47.795800 47.175200 47.485460 46.761380 46.968250
267.878937 -20.192072 163.011978  46.037440 46.761380 46.968250
269.208771 -20.302408 164.066376  46.554470 46.761380 46.968250
268.700500 -20.018394 162.569366  46.554470 46.761380 46.968250
265.362427 -21.380442 166.457947  46.554470 47.175200 46.761380 46.968250
265.244659 -19.983398 164.478073  47.175200 46.968250
265.772064 -19.953150 163.528809  47.175200 46.761380 46.968250
262.009125 -18.890343 159.269241  46.554470 46.761380 46.968250
267.376495 -19.220438 156.307114  47.175200 46.761380 46.968250
263.590698 -18.901377 155.300354  46.554470 46.761380 46.968250
272.712708 -19.846977 156.651291  46.761380 46.968250
278.683533 -20.315599 158.851700  46.554470 47.175200 46.761380 46.968250
268.105621 -20.186531 163.113159  46.037440 46.761380 46.968250
267.386078 -20.408094 162.455627  46.761380 46.968250
270.522491 -20.087940 163.213455  46.554470 46.761380 46.968250
292.894379 -22.791592 169.964859  47.175200 47.485460 46.761380 46.968250
303.770020 -28.770195 152.601578  47.175200 47.485460 46.968250
261.499023 -19.622173 162.856384  46.554470 46.761380 46.968250
374.619690 -40.906910 238.937347  41.385110 41.592690 46.968250
267.842255 -20.662914 164.299789  46.554470 47.485460 46.761380 46.968250
263.264221 -19.276777 162.306961  46.554470 47.175200 46.761380 46.968250
294.395752 -22.108829 155.948242  47.795800 48.002630 48.829380 48.519480 49.242780 46.761380 46.968250
263.704041 -18.923477 155.278671  46.554470 46.037440 46.761380 46.968250
279.382904 -20.877832 153.500977  47.175200 46.761380 46.968250
277.560699 -20.194849 160.581223  46.554470 47.175200 47.485460 46.761380
262.197021 -18.863480 159.273315  47.175200 46.761380
263.251862 -19.509018 163.418274  46.554470 47.175200 46.761380
275.251190 -22.893738 148.114838  47.795800 48.002630 47.175200 47.485460 46.761380
298.291473 -22.883259 171.181702  46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 47.485460 49.656580 48.209330 50.069330 46.761380
312.141632 -34.131847 152.369812  48.519480 48.209330 46.761380
265.441467 -19.845594 163.640350  46.554470 46.761380
439.718414 -70.838585 250.585495  41.072760 41.592690 40.660160 46.761380
256.718140 -18.847881 154.821152  46.554470 46.761380
275.863739 -20.893064 152.679169  47.795800 48.002630 47.175200 47.485460 48.209330 46.761380
266.357391 -19.172094 155.272766  47.175200 47.485460 46.761380
261.388550 -18.671846 155.657639  46.554470 46.761380
259.070312 -18.518953 156.281799  46.554470 46.761380
291.205780 -23.745243 153.834824  46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 47.485460 48.209330 46.761380
258.439545 -18.569792 158.996048  46.554470 46.761380
285.337219 -22.402906 184.607025  46.554470 46.037440 46.761380
256.001190 -19.430212 153.711517  46.554470 46.761380
255.882263 -19.285746 154.158966  46.554470 46.761380
255.952652 -19.224480 154.493256  46.554470 46.761380
263.755219 -18.923794 155.312790  46.554470 46.761380
258.263214 -18.825226 159.828674  46.554470 46.761380
264.815613 -23.236830 164.088470  46.554470 46.037440 46.761380
350.214813 -39.306652 254.815689  46.554470 46.761380
255.977661 -19.429399 153.721588  46.554470 46.761380
270.775146 -23.996658 148.068054  46.554470 47.175200 46.761380
