-0.198309 1.527699 10.382841  0.311075 0.414692
40.692623 -1.667177 233.475769  45.410680 45.826510 46.346350
38.018082 -4.582397 252.010132  43.957960 44.580030 44.995090 45.410680 46.346350
15.419497 -2.439619 247.816330  43.957960 44.995090 45.410680 45.826510 46.761680 46.346350
11.107506 -5.731112 244.686813  46.761680 47.591510 48.006070 47.176650 46.346350
40.588467 -1.582809 235.981308  46.761680 46.346350
40.552658 -1.542602 236.987152  44.995090 45.410680 45.826510 46.761680 46.346350
29.316044 -6.288179 248.192200  43.957960 44.995090 45.410680 45.826510 46.761680 46.346350
19.540554 -1.288088 248.207642  46.761680 47.176650 46.346350
36.393486 -1.413519 241.528305  44.580030 44.995090 45.410680 45.826510 46.346350
40.568657 -1.613480 234.423203  45.410680 45.826510 46.346350
40.626225 -1.556545 237.002625  44.995090 45.410680 45.826510 46.346350
28.238379 -4.335965 233.051651  44.580030 44.995090 45.826510 46.761680 46.346350
31.801834 -4.163974 233.018127  44.580030 44.995090 45.410680 45.826510 47.176650 46.346350
38.382889 -1.366844 239.152145  45.410680 45.826510 46.761680 46.346350
40.203308 -2.646535 236.767014  45.410680 45.826510 46.346350
40.199532 -2.904155 235.301956  45.826510 46.761680 46.346350
36.979099 -3.875736 233.297302  45.826510 46.761680 46.346350
40.216270 -1.625462 235.316620  45.826510 46.346350
40.561699 -1.640354 234.943039  45.410680 45.826510 46.761680 46.346350
41.876884 -1.389650 239.269989  45.826510 46.346350
38.805889 -1.288514 238.658630  45.410680 46.346350
39.950306 -1.426890 238.060486  44.580030 44.995090 45.410680 45.826510 46.346350
37.622734 -1.397662 239.271301  44.995090 45.826510 46.346350
31.026680 -2.196234 239.006180  45.410680 45.826510 46.761680 47.176650 46.346350
32.217564 -5.365535 252.632248  45.410680 45.826510 46.761680 46.346350
25.874226 -3.303137 248.046631  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
27.018259 -4.334566 247.790039  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
31.217178 -3.068206 253.331848  46.761680 46.346350
32.285149 -4.184831 252.068542  43.440050 44.995090 45.410680 45.826510 46.761680 46.346350
34.017487 -1.170767 243.809479  45.826510 46.761680 46.346350
22.227457 -1.147198 244.783951  43.957960 46.761680 47.176650 46.346350
33.265636 -4.150094 233.508820  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
18.987438 -6.008256 247.438766  45.410680 45.826510 46.761680 47.591510 47.176650 46.346350
26.538534 -7.113437 247.798370  43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
22.482107 -6.637577 232.958664  45.410680 45.826510 46.761680 46.346350
25.149202 -1.783030 242.965302  44.995090 45.826510 46.761680 46.346350
-5.592878 -9.220771 231.442703  45.410680 46.761680 47.591510 47.176650 46.346350
33.804127 -2.646503 248.669327  46.761680 46.346350
37.066063 -2.780875 248.895370  43.957960 44.580030 44.995090 45.410680 46.346350
40.773998 -2.036626 234.106339  44.995090 45.410680 45.826510 46.346350
40.674858 -1.691941 233.441681  45.826510 46.346350
40.498684 -2.768271 233.886215  44.995090 45.826510 46.346350
40.593445 -2.402744 233.595520  44.995090 45.410680 46.346350
12.297814 -7.013208 247.184830  43.957960 44.580030 44.995090 46.761680 47.176650 46.346350
10.429879 -3.642501 232.724319  44.580030 46.761680 46.346350
38.170792 -4.496024 251.047958  45.826510 46.346350
18.840626 -2.416327 247.246323  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
18.426958 -3.502354 244.303574  45.410680 45.826510 46.346350
16.555841 -5.272009 246.063828  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
-13.618857 -2.513595 243.485397  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
40.569279 -4.145216 233.998917  44.995090 45.410680 45.826510 46.346350
41.916744 -1.758550 233.639526  45.410680 45.826510 46.346350
30.554661 -4.412620 247.988983  43.957960 44.995090 45.410680 45.826510 47.591510 47.176650 46.346350
32.331512 -4.159650 252.053802  43.440050 43.957960 45.410680 45.826510 46.761680 46.346350
40.526157 -1.566620 236.938599  44.995090 45.410680 45.826510 46.346350
40.315105 -2.680793 236.793549  45.410680 45.826510 46.346350
38.816925 -1.462920 239.219986  45.410680 45.826510 46.346350
-33.965687 -7.614077 235.480148  44.580030 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
32.438442 -2.191596 238.090683  45.410680 45.826510 46.761680 46.346350
42.137825 -1.470731 239.360596  45.826510 46.346350
17.863728 -6.175561 247.580841  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
25.247934 -6.282666 248.096695  43.957960 44.580030 44.995090 46.761680 46.346350
16.643675 -6.940259 247.321701  43.957960 44.580030 44.995090 46.761680 46.346350
40.098145 -3.258892 236.726227  45.826510 46.761680 46.346350
25.627037 -0.693913 243.415802  43.957960 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
44.114368 -1.829271 243.751465  43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
25.099367 -3.308436 248.182037  43.957960 44.580030 46.346350
45.692593 -2.918231 244.829422  43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
40.660118 -2.422426 233.631454  44.995090 45.410680 46.346350
40.701920 -2.514729 233.479294  44.995090 46.346350
41.887913 -2.621165 233.501205  44.995090 45.410680 45.826510 46.346350
10.560957 -5.850562 232.093414  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
-31.628250 -1.493364 227.780624  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350
2.751644 -3.851860 230.644180  44.580030 44.995090 45.410680 45.826510 46.346350
10.747326 -3.795919 232.065460  44.580030 44.995090 45.410680 45.826510 47.176650 46.346350
3.156675 -6.299879 247.440628  43.957960 44.580030 44.995090 45.410680 45.826510 46.346350
14.504714 -8.042191 245.815887  44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
-12.337516 -7.983443 231.131744  45.410680 45.826510 47.591510 47.176650 46.346350
-5.479122 -6.652037 228.702103  44.995090 45.410680 45.826510 46.761680 46.346350
0.632801 -8.699065 232.542374  45.410680 45.826510 46.346350
13.720587 -4.638451 246.641571  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 47.176650 46.346350
-16.160559 -3.362406 244.501144  44.580030 44.995090 45.826510 47.591510 47.176650 46.346350
-7.356419 -3.492780 241.818802  44.995090 46.761680 47.176650 46.346350
-1.087405 -5.200864 244.236145  45.826510 47.591510 47.176650 46.346350
37.899834 -4.504589 251.790283  45.826510 46.346350
37.778618 -4.634173 250.749146  45.826510 46.346350
31.959949 -5.284011 252.754089  43.440050 44.580030 44.995090 45.410680 46.346350
40.296326 -2.908584 235.343506  45.826510 46.346350
37.734322 -4.294159 233.885773  44.995090 45.410680 45.826510 46.761680 46.346350
40.419289 -1.598551 234.346695  45.410680 45.826510 46.346350
40.735584 -1.683914 233.483963  45.410680 45.826510 46.346350
28.351095 -1.993677 236.068573  45.410680 45.826510 46.761680 47.176650 46.346350
-13.362634 -7.530201 244.079147  44.580030 45.410680 45.826510 46.346350
28.828304 -4.460606 248.264786  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 46.346350
29.337608 -6.310834 248.181931  45.410680 45.826510 46.346350
40.664627 -4.126599 234.056671  44.995090 45.410680 45.826510 46.346350
28.597185 -1.046361 243.142944  47.591510 48.006070 47.176650
34.339954 -1.411202 245.530579  47.591510 47.176650
29.251919 -2.025154 248.125824  47.591510 48.006070 47.176650
26.476843 -1.935145 247.964737  47.591510 48.006070 47.176650
16.689411 -5.981373 247.181717  47.591510 48.006070 47.176650
34.523037 -1.202419 243.509140  47.591510 47.176650
16.263924 -4.511612 246.055878  47.591510 48.006070 47.176650
14.251070 -5.088933 245.954315  46.761680 47.591510 47.176650
34.049969 -1.567946 246.864426  47.591510 47.176650
32.395691 -2.203129 247.858734  46.761680 47.176650
28.685196 -1.026863 243.074371  48.006070 47.176650
29.478548 -1.045345 242.161453  47.591510 48.006070 47.176650
35.484665 -1.272475 241.563126  47.591510 47.176650
22.293201 -6.065557 247.819702  47.591510 48.006070 47.176650
19.479391 -7.058745 247.502594  47.591510 47.176650
28.643703 -3.066866 248.121796  47.591510 48.006070 47.176650
27.614840 -3.324240 247.703140  47.591510 47.176650
28.618582 -4.459971 248.177536  47.591510 48.006070 47.176650
27.281046 -4.350138 247.817062  46.761680 47.591510 47.176650
31.655510 -1.733769 239.140305  47.591510 47.176650
31.816008 -1.503562 238.707458  47.591510 48.006070 47.176650
31.506739 -1.433158 236.322586  46.761680 47.591510 48.006070 47.176650
32.078682 -1.576101 238.113892  47.591510 48.006070 47.176650
34.831676 -1.203942 238.690857  47.591510 47.176650
23.769911 -5.559248 232.913849  47.591510 48.006070 47.176650
19.072861 -6.714296 232.564240  47.591510 48.006070 47.176650
33.631397 -1.710569 235.467300  47.591510 47.176650
33.689098 -1.853777 235.237015  47.591510 47.176650
26.880169 -5.912145 232.770645  47.591510 47.176650
30.792635 -4.194621 233.315430  47.591510 47.176650
33.839878 -2.125615 248.404343  47.591510 47.176650
2.075502 -4.324910 231.340546  45.410680 47.591510 48.006070 47.176650
31.725702 -5.737076 247.601822  46.761680 47.176650
31.887711 -1.339172 245.194565  47.591510 47.176650
34.918297 -1.444563 245.803467  46.761680 47.176650
26.693335 -1.946403 247.884094  47.591510 48.006070 47.176650
16.875343 -6.823803 247.116730  46.761680 47.591510 48.006070 47.176650
37.785366 -1.525745 245.689682  46.761680 47.176650
35.171207 -1.302993 243.896790  47.591510 47.176650
28.911093 -2.006275 248.272797  46.761680 47.176650
23.176380 -1.806754 247.696106  46.761680 47.591510 48.006070 47.176650
33.978825 -1.590578 247.181229  47.591510 47.176650
32.370823 -2.625951 248.464249  46.761680 47.591510 47.176650
29.215097 -0.974432 242.709946  47.591510 48.006070 47.176650
22.719782 -2.175359 245.279404  47.591510 48.006070 47.176650
34.896275 -1.249348 243.494400  46.761680 47.591510 47.176650
23.733070 -7.016294 247.602676  46.761680 47.176650
28.616163 -4.453342 248.189804  46.761680 47.591510 48.006070 47.176650
32.168827 -1.596524 238.126266  47.591510 48.006070 47.176650
24.939142 -6.894285 232.971054  46.761680 47.176650
33.713463 -1.718139 235.504745  47.591510 47.176650
37.923634 -1.642666 236.688568  46.761680 47.176650
26.991331 -5.918822 232.821243  47.591510 47.176650
27.978441 -4.106362 233.186111  46.761680 47.591510 48.006070 47.176650
30.905724 -4.181321 233.390274  47.591510 47.176650
24.480343 -1.322133 245.771912  47.591510 48.006070 47.176650
-3.649550 -11.804978 249.833878  44.995090 45.826510 46.761680 47.176650
33.854977 -1.533405 246.236267  47.591510 47.176650
33.510864 -2.598184 248.429291  46.761680 47.591510 47.176650
32.542706 -2.631235 248.381851  47.591510 47.176650
29.137266 -1.023408 242.569092  46.761680 47.591510 47.176650
34.921169 -1.193442 243.345947  46.761680 47.176650
28.722708 -4.438176 248.168304  46.761680 47.591510 48.006070 47.176650
30.238665 -2.181005 238.862442  46.761680 47.591510 47.176650
38.760944 -1.399761 238.887054  46.761680 47.176650
-5.601276 -9.226983 231.254654  46.761680 47.591510 47.176650
30.945770 -4.180952 233.421967  47.591510 47.176650
27.418161 -1.990652 247.626511  46.761680 47.176650
15.711475 -5.503454 247.120819  46.761680 47.591510 47.176650
21.172157 -2.157200 247.480713  46.761680 47.591510 47.176650
13.265602 -7.041222 247.084610  43.957960 46.761680 47.591510 48.006070 47.176650
13.785129 -4.106943 246.997543  46.761680 47.591510 47.176650
35.746605 -2.666791 248.763046  46.761680 47.176650
16.167919 -6.847962 247.212738  45.826510 46.761680 47.591510 47.176650
34.048149 -1.574039 246.133530  47.591510 47.176650
36.617416 -2.694146 248.739105  46.761680 47.176650
29.269972 -2.016645 248.161758  47.591510 48.006070 47.176650
33.519527 -2.584718 248.412888  46.761680 47.591510 47.176650
37.812511 -1.525239 245.666382  46.761680 47.176650
32.027363 -4.384299 248.243469  47.591510 47.176650
36.123028 -1.261264 243.630142  46.761680 47.176650
29.808208 -1.087826 242.216660  47.591510 48.006070 47.176650
24.025951 -1.695240 243.081253  43.957960 45.410680 45.826510 48.006070 47.176650
23.121389 -7.091163 247.704666  45.826510 46.761680 47.176650
28.644648 -4.453499 248.222198  46.761680 47.591510 48.006070 47.176650
31.542770 -1.774928 239.106064  47.591510 47.176650
22.917093 -4.163265 233.031372  45.410680 45.826510 47.591510 48.006070 47.176650
2.583591 -6.295711 230.917816  44.580030 45.410680 46.761680 47.591510 48.006070 47.176650
18.698793 -3.806313 232.449646  46.761680 47.591510 48.006070 47.176650
33.767075 -1.866806 235.265945  46.761680 47.176650
32.820038 -2.679075 234.471466  47.591510 47.176650
30.938057 -5.766465 233.396240  46.761680 47.176650
32.557316 -4.129084 233.570923  46.761680 47.591510 47.176650
33.688698 -4.155644 233.638412  46.761680 47.176650
37.222488 -1.675800 246.107513  46.761680 47.176650
34.377171 -2.557851 248.617569  46.761680 47.176650
35.714275 -2.657945 248.777328  46.761680 47.176650
33.404095 -2.634296 248.376068  47.591510 47.176650
32.500988 -2.625851 248.389603  46.761680 47.591510 47.176650
28.494198 -4.365641 233.023361  47.591510 47.176650
17.724009 -2.465158 247.348175  47.591510 48.006070 47.176650
32.571323 -1.746647 247.704117  46.761680 47.176650
36.552750 -2.692946 248.765427  46.761680 47.176650
37.418850 -1.467938 245.777252  46.761680 47.176650
37.165562 -1.455318 245.320404  46.761680 47.176650
29.411707 -1.667749 247.105545  47.591510 48.006070 47.176650
35.907158 -1.220233 243.674835  46.761680 47.176650
34.234303 -1.618056 246.032730  47.591510 47.176650
13.643683 -8.023436 245.877335  46.761680 47.176650
33.662441 -1.711646 235.471054  46.761680 47.176650
31.002840 -5.760757 233.424332  46.761680 47.176650
32.281982 -2.223368 248.779984  47.591510 47.176650
15.196195 -4.855610 246.234512  44.995090 47.591510 48.006070 47.176650
35.574974 -2.757152 248.681381  46.761680 47.176650
17.598467 -2.977246 247.418961  47.591510 48.006070 47.176650
32.231388 -1.643011 246.381012  47.591510 47.176650
32.067772 -1.694528 247.639923  47.591510 47.176650
34.651222 -2.403595 248.651184  46.761680 47.176650
33.963699 -2.561956 248.780869  46.761680 47.176650
34.043121 -2.635995 248.644730  46.761680 47.176650
-14.868416 -6.758480 245.678467  43.957960 44.580030 47.591510 47.176650
32.491344 -1.697634 246.066559  46.761680 47.176650
32.479950 -1.741314 247.930984  46.761680 47.176650
29.801037 -2.013144 248.149170  47.591510 48.006070 47.176650
33.122810 -2.560385 248.529068  46.761680 47.176650
37.694256 -1.506554 245.687836  46.761680 47.176650
37.284786 -1.467185 245.283112  46.761680 47.176650
31.658039 -1.491893 239.109848  46.761680 47.591510 48.006070 47.176650
33.650555 -1.861404 235.204895  47.591510 47.176650
32.659409 -4.129236 233.609482  45.826510 46.761680 47.591510 47.176650
36.836216 -1.288825 239.073959  46.761680 47.176650
-19.523666 -3.667996 244.404312  44.580030 47.591510 47.176650
17.057718 -2.908419 247.503677  47.591510 48.006070 47.176650
33.036469 -4.105204 233.808609  46.761680 47.176650
36.522007 -1.327324 243.626480  46.761680 47.176650
33.891342 -1.585267 246.129807  46.761680 47.176650
34.387505 -1.567074 245.400406  46.761680 47.176650
31.924229 -1.814124 239.181839  47.591510 47.176650
37.436176 -1.724962 246.293228  46.761680 47.176650
37.073589 -1.678510 246.179443  46.761680 47.176650
19.622063 -6.832006 247.346741  43.957960 44.580030 44.995090 45.410680 45.826510 46.761680 47.176650
37.709179 -1.520590 245.665802  46.761680 47.176650
34.269218 -1.675522 247.001312  46.761680 47.176650
34.245243 -1.651082 246.543137  46.761680 47.591510 47.176650
23.447315 -4.246573 247.614075  46.761680 47.591510 48.006070 47.176650
32.690372 -2.453434 248.356094  46.761680 47.176650
34.191292 -2.666196 248.560226  46.761680 47.176650
36.392445 -1.200673 238.924072  46.761680 47.176650
17.654905 -3.022449 247.351166  43.957960 44.580030 44.995090 47.176650
33.787483 -4.130751 233.761093  46.761680 47.176650
34.086620 -1.194267 241.595032  46.761680 47.176650
39.900360 -2.889067 236.643494  44.580030 45.410680 46.761680 47.176650
33.161343 -1.580982 247.337997  46.761680 47.176650
32.376904 -1.480135 247.191162  46.761680 47.176650
34.277428 -1.627053 245.973190  46.761680 47.591510 47.176650
-13.436660 -4.561524 229.784409  44.580030 46.761680 47.176650
35.990089 -2.804620 248.427780  46.761680 47.176650
35.260860 -2.721096 248.632156  46.761680 47.176650
34.027176 -2.649287 248.604965  46.761680 47.176650
28.666473 -1.875260 246.884598  47.591510 47.176650
32.299465 -2.395490 248.528976  46.761680 47.176650
15.931141 -7.275848 244.823883  46.761680 47.591510 48.006070
24.725830 -2.310980 234.463318  47.591510 48.006070
21.058443 -5.439764 232.796738  47.591510 48.006070
-14.089929 -6.907508 229.688858  46.761680 47.591510 48.006070
31.543694 -1.175037 243.312393  47.591510 48.006070
24.729366 -2.311660 234.444931  47.591510 48.006070
28.009634 -4.120158 233.164642  47.591510 48.006070
-17.410633 -2.887553 229.733749  47.591510 48.006070
